worker_id,week,age,gender,region,partner_tier,worker_type,earnings,jobs_completed,repeat_client_share,avg_job_value,hours_worked,dispute_count,tips_share,customer_rating,cancellation_rate,peak_hour_jobs_share,transaction_count,gap_days,nova_prev_score,nova_score,catboost_predicted_score,light_gbm_predicted_score,lstm_predicted_score
0,18,33,M,North,silver,merchant,2359.76,13,0.43,154.292,20,0,0.09,1.965787663794202,0.1120280106597716,0.67,10,1,73.00233624284144,72.40840820087502,74.230984450449,76.62787665895318,76.80093
0,19,33,M,North,silver,merchant,1606.33,10,0.95,136.53549999999998,14,0,0.05,3.1831864340631344,0.0601657293197407,0.67,17,2,72.40840820087502,72.21908970505926,71.728804832709,68.36221486370928,77.11038
0,20,33,M,North,silver,merchant,1445.33,16,0.2,76.7805,24,0,0.25,3.154657871924529,0.0381842558852073,0.34,17,0,72.21908970505926,69.572844618769,71.3595551099101,68.62036504689154,76.89453
0,21,33,M,North,silver,merchant,1967.69,15,0.59,111.503,22,0,0.5,3.6283427770195487,0.0490327805263186,0.71,16,0,69.572844618769,73.24632392657728,77.15854585738631,77.66968074600689,77.37981
0,22,33,M,North,silver,merchant,1782.09,14,0.44,108.1965,25,0,0.13,1.0252563244886526,0.0471280937216617,0.43,13,1,73.24632392657728,68.74844582345406,69.32416959906092,69.1635734373712,77.99607
0,23,33,M,North,silver,merchant,1407.28,9,0.66,132.906,14,0,0.33,4.971518044644584,0.0533991098807655,0.19,9,2,68.74844582345406,70.14115252383263,74.31494699755395,71.42616027710264,78.312355
0,24,33,M,North,silver,merchant,2242.04,17,0.59,112.098,18,0,0.04,1.92738639202882,0.0733508075669081,0.37,21,2,70.14115252383263,70.33645570673298,71.35199454511293,74.4048400610126,78.02044
0,25,33,M,North,silver,merchant,2098.85,5,0.64,356.8045,15,0,0.43,3.849332156216098,0.0468297228008428,0.23,7,2,70.33645570673298,74.96921849707802,75.08666882039792,75.77588047623881,79.18717
0,26,33,M,North,silver,merchant,1786.4,10,0.43,151.844,13,0,0.05,4.009281901868789,0.0587514823054018,0.2,14,2,74.96921849707802,73.29365087986405,73.10937890003997,72.0195510669872,78.67325
0,27,33,M,North,silver,merchant,2273.05,7,0.45,276.012,8,0,0.17,1.1390308928781652,0.0469509113102732,0.54,2,5,73.29365087986405,69.82714960103736,70.3641404305917,72.38672160364466,78.81076
0,28,33,M,North,silver,merchant,2042.68,11,0.64,157.845,18,0,0.44,2.849887434382702,0.0229609847269315,0.33,12,2,69.82714960103736,71.28493573849737,73.73049017959325,73.9322779421404,77.826065
0,29,33,M,North,silver,merchant,1687.02,7,0.14,204.85,14,0,0.4,2.362459598339125,0.1177490192458597,0.69,8,3,71.28493573849737,67.29211966157602,67.40221832375185,68.36931369122972,78.166534
0,30,33,M,North,silver,merchant,1734.94,13,0.95,113.441,26,0,0.29,4.384348739365567,0.0817034031417288,0.07,14,0,67.29211966157602,72.2608526802978,72.16589840674375,75.91180292504659,77.405075
0,31,33,M,North,silver,merchant,1968.62,10,0.77,167.33100000000002,15,0,0.32,4.179047324461156,0.0715233095710949,0.16,20,2,72.2608526802978,74.79072695540238,74.43836591167693,74.23480087058718,77.88757
0,32,33,M,North,silver,merchant,2081.46,10,0.19,176.9275,24,0,0.23,4.1109731312412165,0.0731962233826783,0.43,15,0,74.79072695540238,75.62951120005079,77.04613477290792,76.93056610954451,78.2455
0,33,33,M,North,silver,merchant,1872.3,12,0.48,132.6255,21,0,0.15,3.780444549743432,0.0283296840764044,0.41,15,0,75.62951120005079,75.60623190856516,77.11253947193043,75.81164820566356,78.65917
0,34,33,M,North,silver,merchant,1639.14,15,0.49,92.888,22,0,0.23,4.643418120415277,0.0309975733452095,0.67,18,0,75.60623190856516,76.47496328150922,78.42377523535556,75.75864626955907,78.650314
0,35,33,M,North,silver,merchant,1965.82,15,0.42,111.3925,23,0,0.37,3.227807362628756,0.0331230040512441,0.14,18,0,76.47496328150922,75.75878458573325,77.59582942114167,76.11785242032384,78.9215
0,36,33,M,North,silver,merchant,1729.71,10,0.5,147.0245,26,0,0.29,4.905551393622374,0.0358046646962436,0.16,12,0,75.75878458573325,76.94640598901293,76.56253931199012,74.54604547404384,79.390274
0,37,33,M,North,silver,merchant,1857.11,7,0.68,225.505,10,0,0.05,3.6270100548034008,0.0578098237362561,0.59,7,3,76.94640598901293,75.59482226470747,73.97761585706597,72.18217471767227,78.93276
0,38,33,M,North,silver,merchant,2013.05,19,0.42,90.0575,28,0,0.14,1.074755001336526,0.0774659623978234,0.53,20,1,75.59482226470747,72.01288098963278,74.0454456872318,74.25216054677956,78.237595
0,39,33,M,North,silver,merchant,1913.11,15,0.22,108.409,21,0,0.5,3.982194248199885,0.0279286737275803,0.3,15,0,72.01288098963278,73.15661214484925,76.41352794482842,74.91123241060092,79.247734
0,40,33,M,North,silver,merchant,1991.0,13,0.37,130.1775,14,0,0.03,3.250137545293931,0.0427870296426319,0.67,9,2,73.15661214484925,71.98520721477416,71.20883466802927,71.80625931128554,80.022705
0,41,33,M,North,silver,merchant,2403.31,17,0.13,120.1645,35,0,0.06,4.750732708214147,0.0498539457413309,0.15,16,0,71.98520721477416,76.06487847676102,77.62411261649204,80.85214959204751,79.52925
0,42,33,M,North,silver,merchant,2519.45,17,0.77,125.96999999999998,30,0,0.16,3.6441190245593216,0.0460676834632292,0.09,13,0,76.06487847676102,79.98469734817687,85.21042347632896,86.9950341057813,81.89913
0,43,33,M,North,silver,merchant,2363.6,20,0.56,100.453,26,0,0.21,4.595671007876375,0.0306448710374364,0.17,21,0,79.98469734817687,82.94233316014326,82.77653934327525,83.83495463790742,82.913315
0,44,33,M,North,silver,merchant,2002.63,14,0.2,121.5925,30,0,0.06,2.467663780043569,0.0643338741771168,0.12,13,1,82.94233316014326,77.08443574310263,75.54579608782045,73.81905800993614,83.43798
0,45,33,M,North,silver,merchant,2279.42,18,0.79,107.6355,21,0,0.13,4.325404384472493,0.054454715900348,0.12,17,0,77.08443574310263,80.4427357152587,83.78602177313493,84.41769903482168,82.822075
0,46,33,M,North,silver,merchant,1970.42,12,0.69,139.57,13,0,0.25,3.2071883949981514,0.0487064500790852,0.14,16,2,80.4427357152587,77.87078522958193,75.6140315468606,74.73738130503631,83.600555
0,47,33,M,North,silver,merchant,1670.53,15,0.49,94.6645,19,0,0.22,3.8989507606564713,0.0995388158313773,0.32,14,0,77.87078522958193,75.98079729679002,74.4925681350649,73.04809046383627,83.027214
0,48,33,M,North,silver,merchant,2335.53,20,0.35,99.263,31,0,0.37,4.063957871537867,0.0366449711838098,0.52,27,0,75.98079729679002,79.51340124942999,80.35899361728704,80.71511070725441,82.4177
0,49,33,M,North,silver,merchant,2516.02,14,0.41,152.762,22,0,0.1,2.907459559073375,0.0583094899215547,0.29,12,1,79.51340124942999,78.77329630133086,78.94830344421811,80.15400084296598,83.69482
0,50,33,M,North,silver,merchant,2164.08,24,0.56,76.6445,35,0,0.31,4.001015481722368,0.0272711540723787,0.17,26,0,78.77329630133086,81.42437815778624,83.09456070567799,83.3306438388111,83.742134
0,51,33,M,North,silver,merchant,2549.6,13,0.19,166.702,21,0,0.11,4.292827828004427,0.0401787372320479,0.79,21,0,81.42437815778624,82.75110953063788,83.43706553710655,83.2267175982597,84.28474
0,52,33,M,North,silver,merchant,2203.52,23,0.5,81.4385,43,0,0.15,3.7907805341640977,0.0512764925055117,0.27,28,0,82.75110953063788,83.67729586195273,82.5278632927126,81.80801941592853,84.473694
0,53,33,M,North,silver,merchant,1983.96,12,0.59,140.53050000000002,16,1,0.33,4.4869825192964585,0.0507191350198391,0.22,16,2,83.67729586195273,82.49217653926279,80.4364975712977,77.20056334396699,85.09459
0,54,33,M,North,silver,merchant,1975.14,14,0.64,119.918,15,0,0.2,4.445320462069002,0.0578621838320771,0.55,18,2,82.49217653926279,81.43794116001219,78.00010019866929,76.87007129585203,83.91319
0,55,33,M,North,silver,merchant,2001.86,12,0.46,141.797,13,0,0.1,3.6270100548034008,0.0501826118144378,0.28,14,2,81.43794116001219,78.20590378015974,77.02238003608531,74.03976123443107,83.603546
0,56,33,M,North,silver,merchant,2694.03,9,0.32,254.439,20,0,0.15,3.2065974048960864,0.0591365495450381,0.68,8,0,78.20590378015974,80.14121312247671,80.05008026301235,81.7284670961663,82.9817
0,57,33,M,North,silver,merchant,2526.24,15,0.31,143.15699999999998,26,1,0.1,3.4352454243938304,0.1053420877634924,0.32,10,1,80.14121312247671,80.1020413843214,81.4540898758564,83.08685930335193,83.347626
0,58,33,M,North,silver,merchant,2111.28,10,0.49,179.4605,10,0,0.34,4.054244195821239,0.1004215817013438,0.3,12,3,80.1020413843214,78.40913519754166,74.72135286031772,75.61413595310636,83.65338
0,59,33,M,North,silver,merchant,2433.04,12,0.88,172.3375,21,0,0.25,2.068925507895402,0.0694515082622962,0.69,13,1,78.40913519754166,78.97833850731868,80.06949066962366,81.05000248523419,82.819725
0,60,33,M,North,silver,merchant,2750.66,18,0.22,129.8885,26,0,0.29,2.5660090974583856,0.052613674762093,0.35,20,1,78.97833850731868,79.09495165929404,80.99357857815036,83.00250801350587,83.33208
0,61,33,M,North,silver,merchant,2704.66,28,0.28,82.1015,38,0,0.11,4.549613145108273,0.0445621885356059,0.64,24,0,79.09495165929404,84.27391747939743,87.79372716739937,86.09319485909725,84.490074
0,62,33,M,North,silver,merchant,2409.77,14,0.25,146.3105,23,0,0.18,2.4106725348270133,0.027516117170407,0.59,10,1,84.27391747939743,80.44618569301396,78.82203330867299,78.55045804255197,85.35742
0,63,33,M,North,silver,merchant,2154.4,13,0.95,140.862,21,0,0.7,4.2644254986887935,0.0396347826975079,0.17,14,0,80.44618569301396,83.36370400055051,79.67270197475085,81.33905839968423,84.16026
0,64,33,M,North,silver,merchant,2444.18,9,0.47,230.843,13,1,0.13,2.532355925330815,0.0258492559970086,0.15,13,3,83.36370400055051,80.48308611738484,80.53411125315061,80.84860479684244,83.77417
0,65,33,M,North,silver,merchant,2642.48,19,0.28,118.218,32,0,0.16,4.269216703982891,0.0711720543835087,0.34,24,0,80.48308611738484,83.07401339518889,84.14607035922111,85.04201039039934,83.41506
0,66,33,M,North,silver,merchant,2266.67,17,0.21,113.3305,20,0,0.07,3.833115504263574,0.0833010719657326,0.55,24,0,83.07401339518889,81.44887967914153,80.21076774684127,79.76988169102006,84.76012
0,67,33,M,North,silver,merchant,2895.51,16,0.4,153.8245,21,0,0.22,3.653776345887101,0.0638454629434185,0.17,14,0,81.44887967914153,83.41825435799691,85.15737290961941,87.02606118272777,84.291824
0,68,33,M,North,silver,merchant,2039.81,15,0.55,115.5915,23,0,0.32,4.933627936014809,0.0623730775918736,0.15,12,0,83.41825435799691,83.45487959741277,80.82653769356888,82.11289881792185,84.782326
0,69,33,M,North,silver,merchant,2798.05,18,0.88,132.1325,28,0,0.18,3.085325980976557,0.0842014785749446,0.63,26,0,83.45487959741277,86.50009702350476,87.39634504998874,88.42257698804181,83.98772
0,70,33,M,North,silver,merchant,2578.49,25,0.33,87.669,28,0,0.06,3.8074864374950894,0.0365361398524003,0.27,21,0,86.50009702350476,86.29695133865137,84.48431945513866,84.60743121366752,85.302284
0,71,33,M,North,silver,merchant,2524.01,18,0.78,119.187,29,0,0.41,3.1158313386341523,0.04149542589941,0.24,23,0,86.29695133865137,86.78317514683161,86.0109557549655,85.47732190926152,85.56052
0,72,33,M,North,silver,merchant,2574.84,15,0.72,145.911,21,0,0.08,3.358792653098385,0.0519319679004464,0.53,11,0,86.78317514683161,86.35597299317452,84.81609663985961,84.51903809142073,85.42399
0,73,33,M,North,silver,merchant,3179.83,26,0.59,103.955,33,0,0.21,2.048172501812465,0.0416179606230015,0.47,33,1,86.35597299317452,87.91510227979808,87.65022093684192,90.01140020359408,84.989265
0,74,33,M,North,silver,merchant,3196.44,16,0.32,169.813,15,0,0.14,4.083967935717775,0.0327628073071371,0.58,16,2,87.91510227979808,88.81579428515525,88.78771589782498,88.362249227026,86.23896
0,75,33,M,North,silver,merchant,2435.61,18,0.73,115.0135,25,0,0.11,3.358564303029244,0.0587032653826059,0.14,23,0,88.81579428515525,87.36779022509367,84.50867771296781,84.43497134425142,86.20164
0,76,33,M,North,silver,merchant,2707.61,15,0.19,153.43349999999998,22,0,0.09,2.255808975360603,0.0473359246664763,0.39,13,1,87.36779022509367,83.00299589584328,80.00050308466164,80.52732299055914,85.82839
0,77,33,M,North,silver,merchant,3241.08,18,0.26,153.051,19,0,0.04,3.952859703207606,0.0303243325090558,0.45,18,0,83.00299589584328,86.14924892333875,87.54792264707118,89.20678817240707,85.6436
0,78,33,M,North,silver,merchant,2860.31,19,0.13,127.959,30,0,0.32,2.0746886252112007,0.0342717812112053,0.88,25,1,86.14924892333875,84.18128649387661,83.0426062796531,83.83844654841879,86.37944
0,79,33,M,North,silver,merchant,2664.98,17,0.49,133.24599999999998,22,0,0.02,4.328584614686225,0.0433040914494326,0.63,27,0,84.18128649387661,86.33769266672677,85.26286586027713,85.03700735659135,86.60403
0,80,33,M,North,silver,merchant,2732.65,17,0.36,136.629,24,0,0.14,3.9781760326890936,0.0428946196330412,0.51,26,0,86.33769266672677,87.06996625801925,85.22122215211854,84.70819356285948,86.25194
0,81,33,M,North,silver,merchant,2728.04,19,0.91,122.043,28,0,0.42,4.673527875602938,0.0484026873407672,0.31,23,0,87.06996625801925,91.2865854749019,90.88745236047214,91.49062039421956,86.31054
0,82,33,M,North,silver,merchant,2885.29,21,0.55,116.78149999999998,32,0,0.21,2.477525558439482,0.0251817550107845,0.39,22,1,91.2865854749019,89.48323925544662,87.65300482829001,88.04195730061454,86.31372
0,83,33,M,North,silver,merchant,2902.05,17,0.29,145.1035,25,0,0.32,3.994167543821714,0.0725740501275948,0.51,11,0,89.48323925544662,89.30502532313838,87.98657183591502,86.78677320683931,86.61503
0,84,33,M,North,silver,merchant,2050.74,12,0.16,145.2565,20,0,0.21,4.982236850381407,0.0837305134174804,0.54,17,0,89.30502532313838,85.9502414110218,83.45723379720592,81.16130443472206,86.16673
0,85,33,M,North,silver,merchant,2564.64,19,0.64,114.733,32,0,0.61,1.7617228103977918,0.0507786558913807,0.3,27,1,85.9502414110218,84.28436798313331,83.34286797601865,84.44789279669003,84.83988
0,86,33,M,North,silver,merchant,2722.9,20,0.52,115.7275,36,0,0.44,3.637849758207905,0.0234479616001451,0.73,21,0,84.28436798313331,87.09886480560426,87.86848577948479,88.38223177234696,85.79385
0,87,33,M,North,silver,merchant,2466.38,17,0.83,123.318,25,0,0.1,4.226450719934372,0.0351586367819459,0.45,16,0,87.09886480560426,88.29675924286443,87.21258883851337,85.80719931810498,86.29458
0,88,33,M,North,silver,merchant,3492.8,21,0.95,141.372,28,0,0.12,4.424173810730913,0.0316617904362964,0.2,21,0,88.29675924286443,94.8377995190588,95.1717679888158,93.84156428950368,85.643745
0,89,33,M,North,silver,merchant,2692.3,17,0.43,134.6145,29,0,0.06,2.220913921040544,0.0574987799150961,0.14,18,1,94.8377995190588,88.89885445143057,81.01182840883156,83.03204644192951,86.71126
0,90,33,M,North,silver,merchant,4134.48,28,0.25,125.511,34,0,0.5,2.8380224956386173,0.0484731945374848,0.64,40,1,88.89885445143057,94.60486579411028,93.08121676886368,91.87180233621838,86.122536
0,91,33,M,North,silver,merchant,2543.18,19,0.95,113.7725,28,1,0.11,2.499959646155421,0.1016369778657643,0.19,30,1,94.60486579411028,91.6249449051882,91.13194546741542,88.26564506906963,87.468376
0,92,33,M,North,silver,merchant,3103.46,22,0.16,119.9095,33,0,0.1,4.598429953090461,0.0618531601281697,0.56,28,0,91.6249449051882,92.9570003067658,89.2703508830797,90.49108007914572,86.55158
0,93,33,M,North,silver,merchant,2515.69,18,0.19,118.796,28,0,0.1,4.369490107028922,0.1084899833289248,0.39,27,0,92.9570003067658,90.06068566088587,87.11064762842014,86.47978049124168,87.17622
0,94,33,M,North,silver,merchant,2989.26,21,0.31,120.9975,32,0,0.57,2.8062067176919294,0.0565345061686119,0.62,18,1,90.06068566088587,89.19300080990428,87.66437321017975,88.65721196749121,86.4627
0,95,33,M,North,silver,merchant,2976.68,20,0.35,126.5055,29,0,0.13,2.349801661216196,0.0376893222809609,0.12,24,1,89.19300080990428,86.91048635017945,86.04740400772496,87.1356289477525,86.798965
1,4,28,F,East,silver,driver,682.0480002390085,3,0.28,193.2475,12,0,0.2,4.210183520061839,0.1267615165911923,0.17,4,3,60.0,68.0,75.65897258934187,77.65033692804923,
1,5,28,F,East,silver,driver,434.2673744139671,3,0.3,123.046,3,0,0.6,2.97878155056488,0.0378399905365615,0.09,4,7,68.0,76.0,83.14371792724005,81.65893293547713,
1,6,28,F,East,silver,driver,446.4451990885166,3,0.38,126.497,8,0,0.62,4.390173353740674,0.0614472477683409,0.4,4,5,76.0,84.0,94.50284000758651,87.84307087568185,
1,7,28,F,East,silver,driver,477.17419909602654,2,0.2,202.8015,9,0,0.71,4.056007885770201,0.029290708322906,0.69,2,5,84.0,92.0,94.24092788442375,88.22681786891347,
1,8,28,F,East,silver,driver,601.9258983504012,5,0.49,102.3315,12,0,0.6,2.873007192162758,0.0544561946278227,0.28,3,4,92.0,95.83897424143343,95.44587783318715,90.62314750384812,
1,9,28,F,East,silver,driver,573.1659868522839,6,0.36,81.2005,21,0,0.25,2.521466115736885,0.0700932657740961,0.12,5,1,95.83897424143343,97.84460036188436,95.5947686006128,86.86193675249113,
1,10,28,F,East,silver,driver,593.4325884748301,6,0.44,84.0735,10,0,0.38,3.99149986359366,0.025200922023788,0.45,8,3,97.84460036188436,100.0,97.53527497876644,92.6538346946286,
1,11,28,F,East,silver,driver,435.8674540450454,3,0.04,123.49649999999998,5,0,0.35,2.3005541029048984,0.0253181079661948,0.42,4,7,101.46943937305346,97.36368536126676,85.60800018006321,76.26410299509412,
1,12,28,F,East,silver,driver,653.5481502002441,5,0.18,111.1035,10,1,0.09,4.559468106633915,0.0322040211200709,0.34,7,4,97.36368536126676,100.0,94.70967745656552,89.3842207494433,
1,13,28,F,East,silver,driver,451.2830555103833,2,0.11,191.794,12,1,0.35,4.182727020058475,0.0503660306923156,0.15,3,5,100.95254511898052,100.0,89.10904915954214,81.03845820552841,
1,14,28,F,East,silver,driver,508.4050286183456,1,0.17,432.1485,7,0,0.32,4.889848365620395,0.0890693596585784,0.32,1,4,103.55648750458104,100.0,97.01140844320858,87.62090463552812,
1,15,28,F,East,silver,driver,606.5405082774336,2,0.22,257.7795,14,0,0.14,4.24870394030255,0.0352303726843384,0.32,1,2,111.55648750458104,100.0,93.10609923504136,82.31505558065403,
1,16,28,F,East,silver,driver,537.2407987376429,3,0.64,152.21800000000002,2,0,0.34,3.361644735003341,0.0878516001357038,0.27,8,6,114.12307678174932,100.0,98.35839119050355,92.86605484419528,71.59652
1,17,28,F,East,silver,driver,536.2040902554195,4,0.19,113.9425,9,0,0.56,3.504492315084553,0.0489219195496475,0.14,6,4,110.84108727258996,100.0,96.7662447879642,91.80675309832024,71.27537
1,18,28,F,East,silver,driver,431.1855775746037,4,0.3,91.63,11,0,0.15,4.731296199550748,0.0495158268135089,0.62,4,4,107.5229859713968,100.0,96.9705704587176,90.5335112928836,71.303894
1,19,28,F,East,silver,driver,498.38280397539023,4,0.1,105.91,4,0,0.25,2.9483187922431764,0.0885844462715504,0.53,1,6,106.79623687541796,100.0,95.3406915296792,88.17301173334161,71.35471
1,20,28,F,East,silver,driver,401.6521971345803,4,0.16,85.3485,6,0,0.14,4.021643141035957,0.0395561740804124,0.49,7,6,101.90245129552304,100.0,96.12254854710082,89.72371745542667,71.02303
1,21,28,F,East,silver,driver,361.1784782397914,4,0.4,76.7465,6,0,0.12,3.402429811302959,0.0692647949315058,0.59,5,6,100.17520287448772,98.6384107807097,94.59865826103632,87.5990222450831,70.78519
1,22,28,F,East,silver,driver,505.672643590193,3,0.19,143.276,7,0,0.11,3.6022515436248463,0.0459399410565767,0.59,5,4,98.6384107807097,99.99419627887278,96.061456387159,89.42338619129181,70.46329
1,23,28,F,East,silver,driver,491.6845895987129,6,0.14,69.6575,16,0,0.07,3.883801231919687,0.0507516034240406,0.32,4,1,99.99419627887278,100.0,96.88973344024416,89.82943884769126,70.58099
1,24,28,F,East,silver,driver,327.2438843984854,8,0.25,34.7735,14,0,0.17,3.624521401629565,0.024900836793627,0.2,10,3,101.08728981498317,100.0,94.1927745171304,86.86559610363065,71.30637
1,25,28,F,East,silver,driver,377.8577574473821,1,0.12,321.181,9,0,0.38,3.601147050149452,0.0317637722509357,0.62,1,5,100.05337567755532,100.0,94.03400924131648,80.96428424221467,71.77246
1,26,28,F,East,silver,driver,371.80293510535336,5,0.22,63.206,18,0,0.15,2.8934280598906548,0.0604533947778617,0.44,5,3,106.367596508396,100.0,95.66480826363392,85.68173821525644,71.746284
1,27,28,F,East,silver,driver,356.40725373341866,3,0.06,100.98,1,1,0.23,2.042415837677866,0.0530941952385721,0.6,5,7,102.76890990866852,97.3032904085908,82.96617491075463,75.10381377909104,71.81687
1,28,28,F,East,silver,driver,275.468342400326,3,0.26,78.047,16,1,0.04,4.644016376608133,0.0554346704229913,0.56,2,3,97.3032904085908,96.0235126296668,92.97595470036066,86.03955695798625,71.05688
1,29,28,F,East,silver,driver,310.599233200136,2,0.6,132.005,8,1,0.32,3.443164405535032,0.0573897907995968,0.67,3,6,96.0235126296668,97.0483861311173,93.94365997355835,87.35454676220168,71.080025
1,30,28,F,East,silver,driver,278.6063502676436,4,0.2,59.2025,13,0,0.04,5.0,0.0518612195965215,0.31,7,3,97.0483861311173,95.40708114767602,94.18742351296052,85.89749412723741,70.74562
1,31,28,F,East,silver,driver,307.67102719859554,3,0.35,87.176,1,0,0.5,4.183614417905816,0.0579006696361959,0.41,4,7,95.40708114767602,94.25117435411876,85.38250937133321,79.18041263655238,70.987175
1,32,28,F,East,silver,driver,235.1416150617725,3,0.12,66.62299999999999,8,0,0.3,4.518945319490581,0.0586652991553833,0.74,4,5,94.25117435411876,89.76173749767864,84.80081407969624,78.93059041809872,70.28189
1,33,28,F,East,silver,driver,196.00091379797453,4,0.51,41.65,8,0,0.38,3.895144526831097,0.0544226799716697,0.17,2,5,89.76173749767864,84.57656470825441,74.82586403877778,67.25261393769935,70.34522
1,34,28,F,East,silver,driver,190.6239665470276,1,0.41,162.027,1,0,0.17,4.138687756895278,0.0600614978569507,0.14,1,7,84.57656470825441,82.3614766556005,78.24011973019317,70.46170274760253,70.00695
1,35,28,F,East,silver,driver,226.4114967084205,4,0.08,48.11,15,0,0.28,4.495869640428214,0.0667905222778802,0.34,3,3,82.3614766556005,81.79810861623005,82.5542265270009,74.34364317212943,68.16692
1,36,28,F,East,silver,driver,249.98439396560383,2,0.09,106.2415,12,0,0.06,4.652251394606155,0.0734209791251488,0.75,1,4,81.79810861623005,83.52153377791312,83.61833666436037,78.62613788143396,67.533134
1,37,28,F,East,silver,driver,248.66248020044137,3,0.29,70.4565,8,0,0.27,4.269072967730724,0.0784744304457223,0.19,4,5,83.52153377791312,83.22808693396078,82.83813441799502,75.99558199404262,68.79173
1,38,28,F,East,silver,driver,216.0560515888101,3,0.27,61.21699999999999,7,1,0.22,2.5956315937787515,0.0328462056328887,0.22,3,6,83.22808693396078,78.51384439483802,75.5206535076622,70.60845797485153,63.237213
1,39,28,F,East,silver,driver,180.1187546967308,6,0.05,25.517,9,0,0.23,4.56474260685015,0.0277490128738277,0.51,8,5,78.51384439483802,76.5147823613118,71.93603282676268,65.80326725342158,60.595905
1,40,28,F,East,silver,driver,164.02072762320455,3,0.25,46.4695,15,0,0.19,2.6788381433957182,0.055189966928913,0.56,1,4,76.5147823613118,71.784190966504,69.62027611334457,65.67136123190242,57.679222
1,41,28,F,East,silver,driver,218.76426180377427,1,0.58,185.946,8,0,0.08,3.6270100548034008,0.0601552063827641,0.74,2,5,71.784190966504,77.91168515311844,78.97348375249372,74.6978648267614,52.65351
1,42,28,F,East,silver,driver,145.13473163118533,1,0.23,123.3605,2,0,0.05,2.3612410148172667,0.0381274341415454,0.48,1,7,77.91168515311844,71.01951214957636,68.06004741136529,58.12987066559686,53.247925
1,43,28,F,East,silver,driver,135.58270153782098,1,0.36,115.243,6,0,0.17,2.231024153846373,0.048110803556319,0.67,1,7,71.01951214957636,66.61016452365789,63.79431648111914,58.92600063565445,54.48585
1,44,28,F,East,silver,driver,127.50111953351347,2,0.35,54.1875,9,0,0.16,2.4713827021161245,0.0591841955808393,0.49,1,6,66.61016452365789,62.1646233595486,61.82714350139423,60.33212454850538,55.68769
1,45,28,F,East,silver,driver,99.2228354740255,5,0.45,16.864,10,0,0.03,4.445924585237104,0.0311796455256541,0.13,6,4,62.1646233595486,62.09492106474531,60.66375986672874,58.36940152530038,56.4329
